,GENE_ID,GENE,Chr
61636,ENSG00000142556,ZNF614,19
61637,ENSG00000121775,TMEM39B,1
61638,ENSG00000196935,SRGAP1,12
61639,ENSG00000256087,ZNF432,19
61640,ENSG00000275055,,19
61641,ENSG00000260160,,19
61642,ENSG00000197608,ZNF841,19
61643,ENSG00000250107,CACNA1G-AS1,17
61644,ENSG00000262052,,17
61645,ENSG00000270248,,19
61646,ENSG00000204611,ZNF616,19
61647,ENSG00000153930,ANKFN1,17
61648,ENSG00000242087,RPL36AP41,12
61649,ENSG00000256571,,12
61650,ENSG00000266203,MIR5585,1
61651,ENSG00000276493,,1
61652,ENSG00000256399,,12
61653,ENSG00000255780,,12
61654,ENSG00000259793,,2
61655,ENSG00000267827,,19
61656,ENSG00000255886,,12
61657,ENSG00000025800,KPNA6,1
61658,ENSG00000199740,,12
61659,ENSG00000077044,DGKD,2
61660,ENSG00000272028,RNU6-87P,12
61661,ENSG00000199903,RNU6-1273P,12
61662,ENSG00000268458,,19
61663,ENSG00000200953,,12
61664,ENSG00000199824,RNU6-199P,12
61665,ENSG00000243680,RPL37P23,19
61666,ENSG00000185432,METTL7A,12
61667,ENSG00000196267,ZNF836,19
61668,ENSG00000261882,,17
61669,ENSG00000279606,,17
61670,ENSG00000267927,,19
61671,ENSG00000243058,RPL39P33,17
61672,ENSG00000289695,,12
61673,ENSG00000274380,MIR6801,19
61674,ENSG00000268015,,19
61675,ENSG00000271018,,12
61676,ENSG00000183691,NOG,17
61677,ENSG00000277562,,19
61678,ENSG00000123268,ATF1,12
61679,ENSG00000207265,,19
61680,ENSG00000184185,KCNJ12,17
61681,ENSG00000196214,ZNF766,19
61682,ENSG00000287671,,17
61683,ENSG00000265881,PDLIM1P2,17
61684,ENSG00000265043,,17
61685,ENSG00000264023,,17
61686,ENSG00000244582,RPL21P120,17
61687,ENSG00000188365,,7
61688,ENSG00000265265,,17
61689,ENSG00000290091,,7
61690,ENSG00000266466,,17
61691,ENSG00000272953,,7
61692,ENSG00000266673,,17
61693,ENSG00000266050,,17
61694,ENSG00000273084,LINC03073,7
61695,ENSG00000264245,,17
61696,ENSG00000263375,,17
61697,ENSG00000155034,FBXL18,7
61698,ENSG00000264617,,17
61699,ENSG00000271490,,12
61700,ENSG00000208002,MIR643,19
61701,ENSG00000269102,,19
61702,ENSG00000243075,RN7SL519P,12
61703,ENSG00000274748,,17
61704,ENSG00000186452,TMPRSS12,12
61705,ENSG00000260458,KCNJ18,17
61706,ENSG00000198464,ZNF480,19
61707,ENSG00000263766,KPNB1-DT,17
61708,ENSG00000271621,,12
61709,ENSG00000160050,CCDC28B,1
61710,ENSG00000214511,HIGD1C,12
61711,ENSG00000086232,EIF2AK1,7
61712,ENSG00000235602,POU5F1P3,12
61713,ENSG00000284393,,12
61714,ENSG00000269535,,19
61715,ENSG00000256171,GCSHP4,12
61716,ENSG00000167554,ZNF610,19
61717,ENSG00000276417,,12
61718,ENSG00000275367,,12
61719,ENSG00000171847,FAM90A1,12
61720,ENSG00000006283,CACNA1G,17
61721,ENSG00000231346,LINC01160,1
61722,ENSG00000221923,ZNF880,19
61723,ENSG00000254016,ALG1L10P,12
61724,ENSG00000215241,LINC02449,12
61725,ENSG00000289383,,11
61726,ENSG00000064703,DDX20,1
61727,ENSG00000167286,CD3D,11
61728,ENSG00000196465,MYL6B,12
61729,ENSG00000269834,ZNF528-AS1,19
61730,ENSG00000003756,RBM5,3
61731,ENSG00000277977,,19
61732,ENSG00000240718,RN7SL851P,7
61733,ENSG00000252929,RNU6-218P,7
61734,ENSG00000231704,,7
61735,ENSG00000167555,ZNF528,19
61736,ENSG00000160654,CD3G,11
61737,ENSG00000201013,,2
61738,ENSG00000106346,USP42,7
61739,ENSG00000183091,NEB,2
61740,ENSG00000269776,DPPA5P1,19
61741,ENSG00000198633,ZNF534,19
61742,ENSG00000285827,,11
61743,ENSG00000137752,CASP1,11
61744,ENSG00000288253,,19
61745,ENSG00000238943,,12
61746,ENSG00000252727,,12
61747,ENSG00000280345,,12
61748,ENSG00000255967,HADHAP2,12
61749,ENSG00000111732,AICDA,12
61750,ENSG00000105568,PPP2R1A,19
61751,ENSG00000008256,CYTH3,7
61752,ENSG00000122406,RPL5,1
61753,ENSG00000006468,ETV1,7
61754,ENSG00000162129,CLPB,11
61755,ENSG00000281691,RBM5-AS1,3
61756,ENSG00000235016,SEMA3F-AS1,3
61757,ENSG00000207922,,3
61758,ENSG00000114013,CD86,3
61759,ENSG00000154511,DIPK1A,1
61760,ENSG00000271049,,19
61761,ENSG00000252230,,19
61762,ENSG00000268683,,19
61763,ENSG00000279971,,19
61764,ENSG00000269811,SCGB2B3P,19
61765,ENSG00000288043,,12
61766,ENSG00000279329,,19
61767,ENSG00000206636,,12
61768,ENSG00000240739,,12
61769,ENSG00000255964,HSPD1P12,12
61770,ENSG00000089335,ZNF302,19
61771,ENSG00000255581,,12
61772,ENSG00000206680,SNORD21,1
61773,ENSG00000207523,SNORA66,1
61774,ENSG00000207022,,1
61775,ENSG00000065970,FOXJ2,12
61776,ENSG00000229052,,1
61777,ENSG00000252121,RNU6-970P,1
61778,ENSG00000239710,RN7SL692P,1
61779,ENSG00000287797,,1
61780,ENSG00000252752,RNU6-210P,1
61781,ENSG00000222664,RN7SKP123,1
61782,ENSG00000251837,,1
61783,ENSG00000287977,,3
61784,ENSG00000036828,CASR,3
61785,ENSG00000143033,MTF2,1
61786,ENSG00000171860,C3AR1,12
61787,ENSG00000240236,HNRNPA1P23,3
61788,ENSG00000089818,NECAP1,12
61789,ENSG00000121552,CSTA,3
61790,ENSG00000160124,MIX23,3
61791,ENSG00000274104,,19
61792,ENSG00000153896,ZNF599,19
61793,ENSG00000114023,FAM162A,3
61794,ENSG00000270281,,19
61795,ENSG00000267767,LINC01801,19
61796,ENSG00000270876,ZNF30-AS1,19
61797,ENSG00000227392,HPN-AS1,19
61798,ENSG00000275540,,19
61799,ENSG00000286080,,19
61800,ENSG00000204361,NXPE2,11
61801,ENSG00000196981,WDR5B,3
61802,ENSG00000271499,,19
61803,ENSG00000242531,,3
61804,ENSG00000266904,LINC00663,19
61805,ENSG00000095110,NXPE1,11
61806,ENSG00000114030,KPNA1,3
61807,ENSG00000287533,,19
61808,ENSG00000267581,,19
61809,ENSG00000267693,,19
61810,ENSG00000081665,ZNF506,19
61811,ENSG00000235432,,1
61812,ENSG00000189410,SH2D5,1
61813,ENSG00000273003,ARL2-SNX15,11
61814,ENSG00000110025,SNX15,11
61815,ENSG00000136237,RAPGEF5,7
61816,ENSG00000267481,,19
61817,ENSG00000270325,BNIP3P9,19
61818,ENSG00000256771,ZNF253,19
61819,ENSG00000270270,BNIP3P10,19
61820,ENSG00000267565,,19
61821,ENSG00000273791,BNIP3P47,19
61822,ENSG00000233069,,1
61823,ENSG00000251914,RNU7-200P,1
61824,ENSG00000221808,MIR1256,1
61825,ENSG00000274800,,19
61826,ENSG00000233072,RPS15AP6,1
61827,ENSG00000236073,,1
61828,ENSG00000266916,ZNF793-AS1,19
61829,ENSG00000235112,HSPE1P27,1
61830,ENSG00000287192,,1
61831,ENSG00000120784,ZFP30,19
61832,ENSG00000117298,ECE1,1
61833,ENSG00000168061,SAC3D1,11
61834,ENSG00000279865,,12
61835,ENSG00000284697,,12
61836,ENSG00000275348,,3
61837,ENSG00000197576,HOXA4,7
61838,ENSG00000287207,,3
61839,ENSG00000161551,ZNF577,19
61840,ENSG00000111729,CLEC4A,12
61841,ENSG00000138496,PARP9,3
61842,ENSG00000213783,RPL35P4,7
61843,ENSG00000168060,NAALADL1,11
61844,ENSG00000115275,MOGS,2
61845,ENSG00000236569,HNRNPA1P73,7
61846,ENSG00000224322,,7
61847,ENSG00000279655,,7
61848,ENSG00000279429,,7
61849,ENSG00000228815,MARK2P13,7
61850,ENSG00000271117,,7
61851,ENSG00000122547,EEPD1,7
61852,ENSG00000228770,,7
61853,ENSG00000229679,,7
61854,ENSG00000234457,,7
61855,ENSG00000260070,,7
61856,ENSG00000286101,,2
61857,ENSG00000269235,ZNF350-AS1,19
61858,ENSG00000196946,ZNF705A,12
61859,ENSG00000115590,IL1R2,2
61860,ENSG00000164542,MATCAP2,7
61861,ENSG00000272395,IFNL4,19
61862,ENSG00000286895,,12
61863,ENSG00000290031,,19
61864,ENSG00000269246,,19
61865,ENSG00000256589,ENPP7P5,12
61866,ENSG00000221957,KIR2DS4,19
61867,ENSG00000286504,,12
61868,ENSG00000256101,,12
61869,ENSG00000277952,,12
61870,ENSG00000163840,DTX3L,3
61871,ENSG00000269794,,19
61872,ENSG00000182318,ZSCAN22,19
61873,ENSG00000129317,PUS7L,12
61874,ENSG00000277588,MIR6806,19
61875,ENSG00000121410,A1BG,19
61876,ENSG00000173200,PARP15,3
61877,ENSG00000201432,,7
61878,ENSG00000268230,,19
61879,ENSG00000011426,ANLN,7
61880,ENSG00000138442,WDR12,2
61881,ENSG00000268895,A1BG-AS1,19
61882,ENSG00000236936,,1
61883,ENSG00000231105,ECE1-AS1,1
61884,ENSG00000146670,CDCA5,11
61885,ENSG00000279611,,19
61886,ENSG00000174586,ZNF497,19
61887,ENSG00000143502,SUSD4,1
61888,ENSG00000243918,EIF4BP8,3
61889,ENSG00000125037,EMC3,3
61890,ENSG00000268049,,19
61891,ENSG00000269054,ZNF497-AS1,19
61892,ENSG00000252211,RNA5SP473,19
61893,ENSG00000152475,ZNF837,19
61894,ENSG00000151239,TWF1,12
61895,ENSG00000083845,RPS5,19
61896,ENSG00000162300,ZFPL1,11
61897,ENSG00000287041,,2
61898,ENSG00000231903,,2
61899,ENSG00000227890,PSMA2P3,2
61900,ENSG00000144867,SRPRB,3
61901,ENSG00000223825,DAZAP2P1,2
61902,ENSG00000116030,SUMO1,2
61903,ENSG00000266640,MIR4754,19
61904,ENSG00000269855,RNF225,19
61905,ENSG00000268307,LINC02560,19
61906,ENSG00000171574,ZNF584,19
61907,ENSG00000187066,TMEM262,11
61908,ENSG00000244153,WWP1P1,3
61909,ENSG00000258212,ZNF75BP,12
61910,ENSG00000255920,CCND2-AS1,12
61911,ENSG00000239445,ST3GAL6-AS1,3
61912,ENSG00000254501,,11
61913,ENSG00000149809,TM7SF2,11
61914,ENSG00000198001,IRAK4,12
61915,ENSG00000237400,,7
61916,ENSG00000232098,ZNF584-DT,19
61917,ENSG00000132436,FIGNL1,7
61918,ENSG00000249274,PDLIM1P4,3
61919,ENSG00000251789,RNU4-57P,1
61920,ENSG00000268543,,19
61921,ENSG00000178395,CCDC185,1
61922,ENSG00000057019,DCBLD2,3
61923,ENSG00000268912,,19
61924,ENSG00000131849,ZNF132,19
61925,ENSG00000206835,RNU1-74P,1
61926,ENSG00000162620,LRRIQ3,1
61927,ENSG00000224463,RPL39P14,2
61928,ENSG00000269473,ZNF132-DT,19
61929,ENSG00000055044,NOP58,2
61930,ENSG00000249471,ZNF324B,19
61931,ENSG00000083812,ZNF324,19
61932,ENSG00000290114,,7
61933,ENSG00000106258,CYP3A5,7
61934,ENSG00000116783,TNNI3K,1
61935,ENSG00000083838,ZNF446,19
61936,ENSG00000206712,RNU6-26P,3
61937,ENSG00000207331,RNU6-1263P,3
61938,ENSG00000064225,ST3GAL6,3
61939,ENSG00000269106,,19
61940,ENSG00000083807,SLC27A5,19
61941,ENSG00000212534,SNORD70,2
61942,ENSG00000212309,SNORD70B,2
61943,ENSG00000271852,SNORD11B,2
61944,ENSG00000238317,SNORD11,2
61945,ENSG00000286223,,2
61946,ENSG00000264275,RN7SL753P,2
61947,ENSG00000226261,PIMREGP1,2
61948,ENSG00000272966,,2
61949,ENSG00000242696,RN7SL40P,2
61950,ENSG00000204217,BMPR2,2
61951,ENSG00000252334,RNU6-1337P,19
61952,ENSG00000265272,RN7SL693P,19
61953,ENSG00000273901,,19
61954,ENSG00000119574,ZBTB45,19
61955,ENSG00000267392,CYP4F9P,19
61956,ENSG00000199711,,7
61957,ENSG00000222966,,7
61958,ENSG00000160862,AZGP1,7
61959,ENSG00000205396,LINC00661,19
61960,ENSG00000286921,,7
61961,ENSG00000291148,,7
61962,ENSG00000237324,,1
61963,ENSG00000233894,,1
61964,ENSG00000162621,LRRC53,1
61965,ENSG00000289490,,2
61966,ENSG00000270915,H3P8,2
61967,ENSG00000236047,RPL13AP12,2
61968,ENSG00000280412,,19
61969,ENSG00000214313,AZGP1P1,7
61970,ENSG00000178965,ERICH3,1
61971,ENSG00000223619,MTCO1P17,2
61972,ENSG00000167459,LINC00905,19
61973,ENSG00000233888,MTCO2P17,2
61974,ENSG00000235433,MTATP6P17,2
61975,ENSG00000174276,ZNHIT2,11
61976,ENSG00000235713,,7
61977,ENSG00000237542,MTCO3P17,2
61978,ENSG00000257258,,12
61979,ENSG00000255173,,11
61980,ENSG00000233134,MTND3P17,2
61981,ENSG00000278952,,11
61982,ENSG00000286923,,7
61983,ENSG00000241221,MTND4LP17,2
61984,ENSG00000064763,FAR2,12
61985,ENSG00000149806,FAU,11
61986,ENSG00000227454,MTND4P30,2
61987,ENSG00000106261,ZKSCAN1,7
61988,ENSG00000233311,MTCO1P54,2
61989,ENSG00000138439,FAM117B,2
61990,ENSG00000234497,ERICH3-AS1,1
61991,ENSG00000272864,,1
61992,ENSG00000238018,SPTBN1-AS2,2
61993,ENSG00000231334,EML6-AS1,2
61994,ENSG00000116791,CRYZ,1
61995,ENSG00000285519,,2
61996,ENSG00000252507,RNU7-81P,2
61997,ENSG00000227238,TTC39DP,2
61998,ENSG00000166526,ZNF3,7
61999,ENSG00000243943,ZNF512,2
62000,ENSG00000162298,SYVN1,11
62001,ENSG00000275278,,12
62002,ENSG00000275476,,12
62003,ENSG00000257176,,12
62004,ENSG00000267609,SNX33P1,19
62005,ENSG00000277766,,19
62006,ENSG00000274315,,12
62007,ENSG00000273680,,12
62008,ENSG00000087502,ERGIC2,12
62009,ENSG00000142002,DPP9,19
62010,ENSG00000163820,FYCO1,3
62011,ENSG00000259080,,2
62012,ENSG00000176714,CCDC121,2
62013,ENSG00000198522,GPN1,2
62014,ENSG00000257456,,12
62015,ENSG00000084444,FAM234B,12
62016,ENSG00000244119,PDCL3P4,3
62017,ENSG00000224237,MICOS10P3,3
62018,ENSG00000207251,RNU6-342P,3
62019,ENSG00000162623,TYW3,1
62020,ENSG00000287348,,3
62021,ENSG00000227523,RPS20P15,3
62022,ENSG00000230807,UBA52P4,3
62023,ENSG00000201033,RNU1-96P,3
62024,ENSG00000158234,FAIM,3
62025,ENSG00000170615,SLC26A5,7
62026,ENSG00000149792,MRPL49,11
62027,ENSG00000257989,,12
62028,ENSG00000283758,PMIS2,19
62029,ENSG00000258279,LINC00592,12
62030,ENSG00000286024,,19
62031,ENSG00000087074,PPP1R15A,19
62032,ENSG00000259030,FPGT-TNNI3K,1
62033,ENSG00000161643,SIGLEC16,19
62034,ENSG00000284489,MIR6751,11
62035,ENSG00000254455,HIGD1AP10,11
62036,ENSG00000286138,,19
62037,ENSG00000151276,MAGI1,3
62038,ENSG00000167767,KRT80,12
62039,ENSG00000222477,RNU2-23P,11
62040,ENSG00000255058,PDCL2P2,11
62041,ENSG00000255200,PGAM1P8,11
62042,ENSG00000104976,SNAPC2,19
62043,ENSG00000254614,CAPN1-AS1,11
62044,ENSG00000014216,CAPN1,11
62045,ENSG00000206731,,2
62046,ENSG00000119760,SUPT7L,2
62047,ENSG00000099308,MAST3,19
62048,ENSG00000257137,LINC02874,12
62049,ENSG00000257649,METTL7AP1,12
62050,ENSG00000135480,KRT7,12
62051,ENSG00000231747,,2
62052,ENSG00000237753,SLC20A1-DT,2
62053,ENSG00000275961,RN7SL210P,2
62054,ENSG00000274286,ADRA2B,2
62055,ENSG00000011566,MAP4K3,2
62056,ENSG00000287001,,19
62057,ENSG00000257671,KRT7-AS,12
62058,ENSG00000170442,KRT86,12
62059,ENSG00000259961,,1
62060,ENSG00000215909,BRWD1P1,1
62061,ENSG00000105357,MYH14,19
62062,ENSG00000222952,RNA5SP41,1
62063,ENSG00000237445,,1
62064,ENSG00000253085,,1
62065,ENSG00000284883,KRT88P,12
62066,ENSG00000199352,RNA5S1,1
62067,ENSG00000201588,RNA5S2,1
62068,ENSG00000199337,RNA5S3,1
62069,ENSG00000257830,,12
62070,ENSG00000200381,RNA5S4,1
62071,ENSG00000199396,RNA5S5,1
62072,ENSG00000285102,,12
62073,ENSG00000200624,RNA5S6,1
62074,ENSG00000202521,RNA5S7,1
62075,ENSG00000200343,RNA5S8,1
62076,ENSG00000205426,KRT81,12
62077,ENSG00000201321,RNA5S9,1
62078,ENSG00000199910,RNA5S10,1
62079,ENSG00000199334,RNA5S11,1
62080,ENSG00000199270,RNA5S12,1
62081,ENSG00000202526,RNA5S13,1
62082,ENSG00000201355,RNA5S14,1
62083,ENSG00000201925,RNA5S15,1
62084,ENSG00000202257,RNA5S16,1
62085,ENSG00000200370,RNA5S17,1
62086,ENSG00000212237,RNA5SP18,1
62087,ENSG00000183929,DUSP5P1,1
62088,ENSG00000206878,,1
62089,ENSG00000287051,,12
62090,ENSG00000257829,,12
62091,ENSG00000170523,KRT83,12
62092,ENSG00000154358,OBSCN,1
62093,ENSG00000135443,KRT85,12
62094,ENSG00000144559,TAMM41,3
62095,ENSG00000161849,KRT84,12
62096,ENSG00000258253,,12
62097,ENSG00000161850,KRT82,12
62098,ENSG00000257500,,12
62099,ENSG00000257844,KRT90P,12
62100,ENSG00000197847,SLC22A20P,11
62101,ENSG00000170454,KRT75,12
62102,ENSG00000252473,,2
62103,ENSG00000273035,,2
62104,ENSG00000184945,AQP12A,2
62105,ENSG00000185479,KRT6B,12
62106,ENSG00000132305,IMMT,2
62107,ENSG00000254558,ANKRD33BP8,11
62108,ENSG00000255235,,11
62109,ENSG00000170465,KRT6C,12
62110,ENSG00000254617,,11
62111,ENSG00000254785,,11
62112,ENSG00000189253,TRIM64B,11
62113,ENSG00000065371,ROPN1,3
62114,ENSG00000184281,TSSC4,11
62115,ENSG00000205420,KRT6A,12
62116,ENSG00000230483,,11
62117,ENSG00000070985,TRPM5,11
62118,ENSG00000033867,SLC4A7,3
62119,ENSG00000186081,KRT5,12
62120,ENSG00000289950,,19
62121,ENSG00000105664,COMP,19
62122,ENSG00000139648,KRT71,12
62123,ENSG00000170484,KRT74,12
62124,ENSG00000170486,KRT72,12
62125,ENSG00000257495,KRT73-AS1,12
62126,ENSG00000186049,KRT73,12
62127,ENSG00000179144,GIMAP7,7
62128,ENSG00000243853,ALDH7A1P3,7
62129,ENSG00000258120,KRT128P,12
62130,ENSG00000133574,GIMAP4,7
62131,ENSG00000005007,UPF1,19
62132,ENSG00000013441,CLK1,2
62133,ENSG00000155974,GRIP1,12
62134,ENSG00000271568,,7
62135,ENSG00000232361,TRPC6P3,7
62136,ENSG00000133561,GIMAP6,7
62137,ENSG00000255055,MTND1P35,11
62138,ENSG00000223417,TRIM49D1,11
62139,ENSG00000270990,,7
62140,ENSG00000106565,TMEM176B,7
62141,ENSG00000233802,TRIM49D2,11
62142,ENSG00000254818,,11
62143,ENSG00000278837,,11
62144,ENSG00000255360,,11
62145,ENSG00000254655,,11
62146,ENSG00000255305,ANKRD33BP9,11
62147,ENSG00000237706,TRIM51EP,11
62148,ENSG00000267106,ZNF561-AS1,19
62149,ENSG00000225581,TRIM53AP,11
62150,ENSG00000255184,,11
62151,ENSG00000204449,TRIM49C,11
62152,ENSG00000135932,CAB39,2
62153,ENSG00000105088,OLFM2,19
62154,ENSG00000289052,,7
62155,ENSG00000133612,AGAP3,7
62156,ENSG00000254803,,11
62157,ENSG00000254916,ANKRD33BP10,11
62158,ENSG00000223709,TRIM64EP,11
62159,ENSG00000255011,,11
62160,ENSG00000254888,,11
62161,ENSG00000255009,UBTFL1,11
62162,ENSG00000163092,XIRP2,2
62163,ENSG00000204450,TRIM64,11
62164,ENSG00000227349,CEACAMP7,19
62165,ENSG00000243130,PSG11,19
62166,ENSG00000137731,FXYD2,11
62167,ENSG00000236932,CEACAMP8,19
62168,ENSG00000242221,PSG2,19
62169,ENSG00000230529,CEACAMP9,19
62170,ENSG00000221826,PSG3,19
62171,ENSG00000124467,PSG8,19
62172,ENSG00000254844,,11
62173,ENSG00000255245,FXYD6-FXYD2,11
62174,ENSG00000238092,CEACAMP6,19
62175,ENSG00000225877,PSG8-AS1,19
62176,ENSG00000254528,FXYD6-AS1,11
62177,ENSG00000231924,PSG1,19
62178,ENSG00000115966,ATF2,2
62179,ENSG00000137726,FXYD6,11
62180,ENSG00000105443,CYTH2,19
62181,ENSG00000198431,TXNRD1,12
62182,ENSG00000290095,,7
62183,ENSG00000106648,GALNTL5,7
62184,ENSG00000071564,TCF3,19
62185,ENSG00000284964,,1
62186,ENSG00000275557,,1
62187,ENSG00000206828,RNVU1-30,1
62188,ENSG00000284842,FAM91A2P,1
62189,ENSG00000275229,RNU1-68P,1
62190,ENSG00000226500,,1
62191,ENSG00000233030,,1
62192,ENSG00000183598,H3C13,1
62193,ENSG00000264207,,1
62194,ENSG00000184260,H2AC20,1
62195,ENSG00000184270,H2AC21,1
62196,ENSG00000178096,BOLA1,1
62197,ENSG00000159164,SV2A,1
62198,ENSG00000157212,PAXIP1,7
62199,ENSG00000258111,,12
62200,ENSG00000279176,,12
62201,ENSG00000187950,OVCH1,12
62202,ENSG00000143368,SF3B4,1
62203,ENSG00000110324,IL10RA,11
62204,ENSG00000150337,FCGR1A,1
62205,ENSG00000110921,MVK,12
62206,ENSG00000224228,,1
62207,ENSG00000227177,AIMP1P2,1
62208,ENSG00000224000,,1
62209,ENSG00000231333,RPL34P6,1
62210,ENSG00000170128,GPR25,1
62211,ENSG00000255328,,11
62212,ENSG00000233217,MROH3P,1
62213,ENSG00000201066,RN7SKP280,7
62214,ENSG00000217825,,7
62215,ENSG00000270435,,11
62216,ENSG00000170955,CAVIN3,11
62217,ENSG00000287865,,7
62218,ENSG00000228521,,7
62219,ENSG00000278998,,7
62220,ENSG00000290007,,7
62221,ENSG00000289248,,7
62222,ENSG00000201032,RNU6-704P,1
62223,ENSG00000225612,,7
62224,ENSG00000254443,,11
62225,ENSG00000009335,UBE3C,7
62226,ENSG00000166311,SMPD1,11
62227,ENSG00000116852,KIF21B,1
62228,ENSG00000130402,ACTN4,19
62229,ENSG00000224629,RPL36AP30,7
62230,ENSG00000229660,,7
62231,ENSG00000241324,,7
62232,ENSG00000230268,SSU72L6,7
62233,ENSG00000213296,,7
62234,ENSG00000121377,TAS2R7,12
62235,ENSG00000179532,DNHD1,11
62236,ENSG00000121314,TAS2R8,12
62237,ENSG00000290873,LINC03009,7
62238,ENSG00000121381,TAS2R9,12
62239,ENSG00000256651,,12
62240,ENSG00000111215,PRR4,12
62241,ENSG00000196290,NIF3L1,2
62242,ENSG00000166508,MCM7,7
62243,ENSG00000256682,,12
62244,ENSG00000212128,TAS2R13,12
62245,ENSG00000134551,PRH2,12
62246,ENSG00000212125,TAS2R15P,12
62247,ENSG00000263838,MIR4698,12
62248,ENSG00000258181,,12
62249,ENSG00000257925,,12
62250,ENSG00000276454,,12
62251,ENSG00000258116,PPIAP45,12
62252,ENSG00000199566,,12
62253,ENSG00000257924,LINC02416,12
62254,ENSG00000264906,MIR4494,12
62255,ENSG00000276272,,12
62256,ENSG00000274569,,12
62257,ENSG00000111602,TIMELESS,12
62258,ENSG00000119004,CYP20A1,2
62259,ENSG00000254951,,11
62260,ENSG00000289714,,11
62261,ENSG00000254860,TMEM9B-AS1,11
62262,ENSG00000286214,COPG2IT1,7
62263,ENSG00000196961,AP2A1,19
62264,ENSG00000175352,NRIP3,11
62265,ENSG00000239021,RNA5SP246,7
62266,ENSG00000226045,,7
62267,ENSG00000213265,TSGA13,7
62268,ENSG00000213785,AKR1B1P3,11
62269,ENSG00000241943,RN7SL188P,11
62270,ENSG00000110696,C11orf58,11
62271,ENSG00000287547,,7
62272,ENSG00000266265,KLF14,7
62273,ENSG00000231721,LINC-PINT,7
62274,ENSG00000229191,,1
62275,ENSG00000234132,,1
62276,ENSG00000199883,RN7SKP90,11
62277,ENSG00000182450,KCNK4,11
62278,ENSG00000116857,TMEM9,1
62279,ENSG00000267450,OR1AB1P,19
62280,ENSG00000267517,LINC01855,19
62281,ENSG00000163689,CFAP20DC,3
62282,ENSG00000170581,STAT2,12
62283,ENSG00000167460,TPM4,19
62284,ENSG00000176771,NCKAP5,2
62285,ENSG00000257057,C11orf97,11
62286,ENSG00000134627,PIWIL4,11
62287,ENSG00000286380,,7
62288,ENSG00000105976,MET,7
62289,ENSG00000176946,THAP4,2
62290,ENSG00000196371,FUT4,11
62291,ENSG00000280167,,11
62292,ENSG00000233536,,11
62293,ENSG00000255666,LINC02700,11
62294,ENSG00000114656,CFAP92,3
62295,ENSG00000188219,POTEE,2
62296,ENSG00000204710,SPDYC,11
62297,ENSG00000163395,IGFN1,1
62298,ENSG00000254682,,11
62299,ENSG00000199940,RN7SKP75,7
62300,ENSG00000284639,,11
62301,ENSG00000230851,VPS51P5,11
62302,ENSG00000183166,CALN1,7
62303,ENSG00000289468,,11
62304,ENSG00000289716,XNDC1N-ZNF705EP-ALG1L9P,11
62305,ENSG00000289718,XNDC1CP,11
62306,ENSG00000219529,,11
62307,ENSG00000163673,DCLK3,3
62308,ENSG00000149262,INTS4,11
62309,ENSG00000201014,RNA5SP232,7
62310,ENSG00000235581,,7
62311,ENSG00000160791,CCR5,3
62312,ENSG00000170364,SETMAR,3
62313,ENSG00000229821,,1
62314,ENSG00000122512,PMS2,7
62315,ENSG00000081248,CACNA1S,1
62316,ENSG00000064933,PMS1,2
62317,ENSG00000279198,,19
62318,ENSG00000267373,,19
62319,ENSG00000167461,RAB8A,19
62320,ENSG00000121570,DPPA4,3
62321,ENSG00000145022,TCTA,3
62322,ENSG00000269243,,19
62323,ENSG00000267310,OR4G1P,19
62324,ENSG00000290363,,19
62325,ENSG00000070087,PFN2,3
62326,ENSG00000281379,SEPTIN14P19,19
62327,ENSG00000290384,,19
62328,ENSG00000267343,ZNF833P,19
62329,ENSG00000067182,TNFRSF1A,12
62330,ENSG00000290463,,19
62331,ENSG00000268834,OR7A1P,19
62332,ENSG00000290507,,19
62333,ENSG00000269332,GOLGA2P9,19
62334,ENSG00000290587,,19
62335,ENSG00000267623,,19
62336,ENSG00000290593,,19
62337,ENSG00000269516,CYP4F23P,19
62338,ENSG00000290595,,19
62339,ENSG00000268153,,19
62340,ENSG00000290598,,19
62341,ENSG00000283269,,19
62342,ENSG00000290606,,19
62343,ENSG00000179407,DNAJB8,3
62344,ENSG00000283525,,19
62345,ENSG00000290609,,19
62346,ENSG00000130612,CYP2G1P,19
62347,ENSG00000171121,KCNMB3,3
62348,ENSG00000290611,,19
62349,ENSG00000172148,OR7A2P,19
62350,ENSG00000290701,,19
62351,ENSG00000225980,OR7E19P,19
62352,ENSG00000240225,ZNF542P,19
62353,ENSG00000290720,,19
62354,ENSG00000288787,,3
62355,ENSG00000288979,,3
62356,ENSG00000214145,LINC00887,3
62357,ENSG00000226970,NEDD8P1,1
62358,ENSG00000199959,,1
62359,ENSG00000203943,SAMD13,1
62360,ENSG00000289043,,3
62361,ENSG00000225764,P3H2-AS1,3
62362,ENSG00000225790,,3
62363,ENSG00000123870,ZNF137P,19
62364,ENSG00000289385,,3
62365,ENSG00000225868,WDR87BP,19
62366,ENSG00000283251,,19
62367,ENSG00000189229,,3
62368,ENSG00000268864,,19
62369,ENSG00000214189,ZNF788P,19
62370,ENSG00000290812,,19
62371,ENSG00000249237,,1
62372,ENSG00000240520,UOX,1
62373,ENSG00000187847,OR7E25P,19
62374,ENSG00000268849,SIGLEC22P,19
62375,ENSG00000290859,,19
62376,ENSG00000197588,KLKP1,19
62377,ENSG00000290915,,19
62378,ENSG00000029153,BMAL2,12
